p,q,g
29754297479054047224002062475881975397624800219244273509459960878413290540564693256489282299214788236483911620365472001387092772224786641652810157108787035159959547237938729713670687989344785153638910712911533725157225961987834366632646779768396191297919957734712550535721096022203261782282893763155228463136994420627060336774502622200475867879677167443250665375946773677194625589691818615717638276537005114518763268678386293072714095176233820154355414467877701466762596380528719651011900634922334808640833434783192090816252660066536703083052277758555943049145636008372840904784290100330338923553434458765481672781893,106609884012331474334917335944008379630923378434999680708503989217961758558878,28699699492513796485762741329367280712261055195001488394125091170716821850236543831355664651905035122607785332406339092492919373811222829168127650838386135567932390276563887256797722925721739548081126433393380289196611127530855305576894000729409848781216791352840584621397363341361733358915112591797509291046303973593954270636996422809892445872358587011670342923188354423402424476604203283174528178475879273023742155103459685012951877011035479265311700440871100204904202529714054323337733503731118283910583948719439844927075932876622808578529758215002388497864322684113472876585884084609375425746857590913134279383404
25862862035602297513612993422855870656523453341820831558774676823595172863964611452180130483250733797566558897346560947340997251135980876551431389166098811307387848071488806852983851025301875801282003038099476169333630728627546604269156697089154636324204582512815918469555651125461663722876527948106697690595368238185507030632779795102281037362710246540715238139949519474160606618550800730355497940561461853530686443350625242951524736851286382271602320542536862911178905964068043358983760656019492638058394429647648143302438147502399194014858358157944587375629313715519809757519166657891412278721127044224946809340751,92666839934079683132814686062835895086751412774696459408363179660242748091245,20839462476769359131632269443019488181911209693861151494169993123112936216424474859311839559581937293855352964473814062429063154359899134988825811090806933877525985732056785190521772161699724371947660027687733724945387052378674844979952693906798378188335661409602460478535194602247631824355287047188760109571976578766337598159143419186503607414568585298408916964626700817757816087139598937382294176652849450693623007603107407046592781995550183161807595425521450450942792926897550843546719031929533300678462870109474148553990344117586116776373957664368603246246960911202115096589287901524649286968402523142392409411586
29818938430620703310404120473461753479843723067272854018360489925880527679957699424581466420633223068428806979595482877507804597565813988519355927615395338146593236665716898207483213404021643167009509692733373106927926266091899498536448009452866848703166126087467731729792906342863225220492212229609577197356778079288237904226641003491089790806694279244987181282896980319730080012430526820977736092263072098083090722492474142445866134807424396893447281872340520714806929873384928659966822912686035921365238345568252084303899590951714243935139622896720907745304112522497569782648395157792853214933281117649686180659421,106841493054817495520289046846345042388062229245708472234193530525952647664422,13851600998123098962328133631852020204930599471346284143902572106292806189792420930801190156153940796690487262565352701916623438540927861400195360015073751972041354102649249485156875410865438182083792729328668727397643741939471006459016591443913008709792666592361842626630184219816597888222019873721619360105517285723422957738145049543946124797791944745971982530430216391568855847966091348467719967058211697035950283958012216696027944906558178885033883818996056379680638746508906524625516978886241662536415981129300027393198812520100326964766392553905423328499185015437441090728159832448379901078504126932663290698101
28087586744836753120452514149658011444442967524410986712365608586324192639446725887954413461351344609851802855948402326504198753687414328664913987670809788784496573081820716524664229080198831400078336412135543582220260334335001472996555696864539533330348393805521805804471761448546677555731897309751264362915651177582385880532385975500724398680430218106830205731449467084368629932126147359877439558281274427894199121160478089344052773025678993196944409845587813114491788459453256929862218713622328427630366140282780001464920204434720040233327277647115263279004534227426437950053355953746108512692913762529701855674553,100638046223786831729229563688324386634356297729117707319275987378964121196846,21722359885192232163585593388281718415918586506022400262600204787735131010844326315929679147532649671318195813049395584190602347881904973487408315003662796487332017393842114387783569395691944433907871299848938410889540938616233685956511618161361601371331935540800711482454323585339561466740178629687421145281686084889226899720487973834646815001177352559029665714192906093326451587936481254506045452360064838659773452046390639121944211606599865947759575068175734267404219527405642334384842651803123236994457174436815011984308189769021347040128033789948778048644518025999474235411487232916138252596998488338945518499743
28510849214171069390432001395243820086677382585151569698738688878317306037072997000237496380198360799811305972765129274113639500308121484794110774936415572964226197962239866656028103376354224860780175351607906998641455839701946519042343749427427924114970318954833811990490024059225082859983278036492358194722863590433674087043903996335973576412634922529139263645797466488514669078948183445320867723277485016980116373751734568406026205318957300191673779296647237965849980606952973346824354614241450779176252185126238817790486861361023592387678113183094163226292309478318535854857393950177404920975602749565114532882137,102154599010632836347383971585857066529017289265186817526403386382137120895083,23543922955357800763985837901276132682818784507824377930811618171014635631547825347844201708809504096031251799025740477176692169698236259905922057261206091466898812423679273508475831227137959192688120429871851918585169774074587819710727388867889072487854231135673360308161039623501074930093748983539607671084327336797222832415197694801986110766186313972170495126735208511464993485855648582165205966268397893502941430900940480805138151342809841411092749143905076940803188247788728489353085368921143137587036382042135248020100753514802498507922535861262915893790454304468871410914870351685960910190666011422128604418267
29255596378855322769137980732312159840297824199398734348092581214421293833108273553648212964414572553249986389347670630077834564028543097113815391628865495185378702160757806957980843380059452308450258332779840959737670800837930055582762657842794622500442406374696539190977274351988561748818719577855216463834111687924018720352305864812472549557437685306651317286378633271105341566801959306811813547510017987029463811837969099049407114760220540207486659016427305567531444546284723231825207752766118043018343467650933829383024978888154937090356980843986946374283120440746461803745270128568883339270453896099815062627593,104823034012379857711614531414704783092193251030138390052139191099185869138662,20839055030511197569873043443675909149211465033621006927132789706300182645863874648402662065238581881292276485028243620853957789235033548309174211075556709033033557265340857696096187116621982660120612210728756351358993976334375673655003362688550812491806255823600113406780453163923702486200757859263142678379518719954563393510574680280612543490453278785839453869457626297328471935876005670805141247369553253169756738693998521449040433556837442878266287763827015987407096702844200974508697862011547906556961455511857946716175400283551058454324530657408045387083066194068132872462890000725893271001016821284579866474862
24845003448185284901126248228311415534994179347277828185756145383252155646502014449324304592068851722717557473928094777921644290772752642973190309521363624108234373772191699473600038040557791123067928736693838150316152618300013903634751047083999383352469320509922326560706036320739362936057407718454907179819476689670664536484476737669758194984243665763602208031228747030104442665201848278397233146920655438998871737159925881511485568326446921729706239545774177157935659338199734650996569929134109843690295134419373548361240643644234794513720471107077820313907105336960797549658235715774590455037295464765297812003857,89019844537133307079077318982742545456470339873644874051887575997774107732584,3126648913034631012813905761354370455285823717102387967044630896641477271238606802500173360686103016984847295185882235945980262365402293206107737972825585968516412671571530801708973856153954770959716622373657867750094889174835322216526386844767820435755129455224444346509709760482759084828104113284448311774644734979736136077905344011733488073252388821566547911950741486560327834884965316776127210490854182129145635001552657738073127460037544699678055775995369965735776652954769021323392614065464382530866469760426461826797948693652444583233504269920853050897170198321479480491283951582762859867602196937222592975345
21651724254642695089544417040728663335906783753949664396765907075610077570162129494762706728012745320015173693292306048298678476845588310646041490447230532272555127770713744782984869406587441898591893237919174558889184241315410678583037168236624505542848384272256975297104485359690512850493250981737144727151343921173775538305551658409668458280371871520014454992157699840336966745486288763689243461973961153040274668429085278955153946164784356996321809916074943086949812512448455503178735372793936045649098459207428794414048766506879105007017491268393222400722918506788008007628949994045698117137872820005846511601001,77578299843220740528484778536161131892048214404117835457573026026510385021729,11313853283567547059353118900725585545375757529608377184403343916277824758944777201504910127607113050010108903845202490094061032497520443438411909485351216903856291447701833892600938370345381999249634482383246603776908687520682298265503693635151739452750378985963142876998110485052396323828002409766677110689302953474932154707381123682288406009735962036871996356669564470956820146284967937800280992657146314489676537346929518384625695472643933742735249451518127353771675179983327419410199034018950507053577602691462511405136163592137189709949994833691079153445936005329196731690160466414180337880608748730769009861758
31890949695616259731066341175251224428408410258716641393899762825160706657399606351679594202807659723375809609194096788374088242638941551124567976365371514504856057397051488248191473667555971792410311427725587901219404537155599997494235641496693829831638124598745585191195337774250192078832508360392536725529742492413491047665717033814733276373143835486267524150294413691186711664312095590536292507473026107712596275200402669860571403155713118762061992987307777431350322206539124885768236240059895308391483401609329519012384641916801212589641317241153993486193744120421656352360707554680598114173631183875559932448393,114265525861806937124173901258127418245713300901675734300399476570695133687636,24634019708838164441414182724722779746674511038127103972173344222338875956660832077124275963727487272904226814230637461485525156820819273095967916516514342615295516248941542905720104389892797319480664859809523130088804380538297834207342765377917234254396962020237908768035189974716336372559115898780917217780266941464977950692961828952752958404555769720667850210054481339724371967343769613011235466693095388557340741494382427442823057849525565923871512782940667207874260506542750380059439051326198130128315779623304997969879276476530404724134897478685973242243850418222593309190446513099557899972479725132529305289249
21353951885867136189307504355281271378912542150895537789299040756354902911448067586482053606175419687182746116169896059982087951694851843324561731687935637416608756365024270052516704373404050253583635908085359316210373171903340674653437218335939224802483074535951281987366314300607535747612470365858905960216179338301459166502256145101716524966556733033646013281338899205510645446628765697951391601830529998776992877258040974754805440545134136995369852010859487260712017515635294069789763047230177205124734405705406070591804946426592031410248903477424747769179136354554020033414015473500926790439329537519880820380577,76511379082628520175114828275638316694655046095656498037816189092888947472616,6811796770856397883507106852563486205353723812640176996080502703304761893209532566002388944895143582686518911221444044209044100329383593159672610473289689950823119034606899438668974693404560935460601870529343359567158915142529697129043689760123431763560223520996135827069935918145704478572128156583133434592958221654316637322439857401840152999375503507246839021065345757880568007273475182031138716657321042307255361729523156955604215201466655146959505213805110609042206593760926584414352882555003150583131841868711391568343203704798279448972269500236857988013068998660951717204952471612967880554801247356715516441264
23309090273935878808223239942605348278572314078515332488019797573822097095382204210262373851202733913267372576877199880687640178655130585312404359866558722208083787309185286732510167036338014775655025417801023442702720779130050762380843086826467178947443399995985838786318943800915183003069768771217006420232709484674677885853375435370383447514009937781709837537904080179288240478665662227368022924696391289851161253757243140711009971918243504566094106238004391315497757701525653484123174074965939935290571800855863891018628748681056729059546895781204695516572455419231240077462402661353886724897109533494968727608297,83516655444027997387804263730988192485865200998577183517830031585033989202372,256275031749659974368592952029827510042206901278558229027660495985229944156727784841801941238220200179278331606508412186529346542589703898946435471057789095309033526268900474846838588262997746218374054706315255339583439768044952844778896876651344423226050607644104261838373433238881374888079766383122795181168842021840783374468438851298605494117636085258724436931440824967938557406049117899224168632158491651288719353555207658126841626122819839207429382484451398527608059519964629264125659143960031292513695986714129397823137483211390442145337927753924373735035115686448633175724147720112447579838844354419591445999
31039939075184938604458677979099569565971147125115885755267478748317337428470612659656478054973865026034659081749035136257210971964142352742857593436511122420651068736343044955753827076524501798076692041580720588182754063354945560079194888764342406690368788338288485486653616631297309776346055314427454767799548243802860546529777254462959816456306430608971825054687108591508333202333591714309896533869693014920350573345349985873976344864577416699744555482061055167544546101845856286722456684013086548274052226794986052744487830799975993904303858163840338186547053289775831354457678312515640120751537971966065714215873,111216348054758616616824054587827055255640969899033019193691415040406948917669,27570050737181088226086011870468687572207315067405062011468657508424426958930008137851275279852108979030042312587874557183275051345513229692222081422692503092170669862253409033621733847860265324883750376110830740687159087866192511255373236110651950394511739500525621502471960500908653944035965586770829110180512202842047447005970888459963751818521360653418010888771742842662028244993407601181042880224823797993868131140314964075733585075442906721498867378204896660722848525974166900414044869476943821792738185959858366453163769134810838515368112976754449459183723658137454464353386584406909414911348228721460306614494
24608412582684847559430741613693855612366920479411309526314201806354203165150025241417912972798627961843954149356201588645147328019768899735668253604299286523299653027295920153082316679405739249035908161586888273400608094336398967413286857854997111337368826040176095385704302734315027049370064666846449121998952574245182969264818504001074134127373060642483597144117378799167962417888130489478600850915811341974899503656592065868192322804813647855694879930497324151434051547020956273021287809596804345537090994759460177573669094606492885694326169052613171033304424635164161460900388480332444992761897032252195050484041,88172137588342640088855975035131846220476209620909906436926170519225534581830,11929061897183465664113810807219334499907543963440172893257944125464343953405323016828688962858690119156768099688392808340522025555246259715464286703833445349080098805518367145232439908786338645037719886983878990152193873854485302148151033093328140264466229012927619138901147208900109225046795500604301127121642499914453914118163245156593022621225960941803363922305948828581387806322883298100915332215989612543418181837159255938004563008849604901599661947012130466897827088375325780209028232532061529471585321929143831197778828755252627048702631865793095171515403803827418729142566719674379072330350015888596582273913
31383073955405267628486186461079403232452486415439556754763793491546317554165333261988018820809340373505788410109967151177630902268751327371924194806860768159249893563634194400497607112948609684421522383117149980536934953570119482410639342962062816917436155969212984318387467358588587920115440714795696208341929895152950067354765712314487484461568681461235293774630671025018058314163418509308477755906418592686920648231782320758569762025706425838657958129779507879471644085725056255424529516118933594338740784527212298861865768960688743934467663483740631779093208348911764709148442123933567656942904826229233270549053,112445803053876866241571647980527552456921634214863675933643012047856452489649,28486686044485128332645662234384402462237218800932474805988707100408359826550858068774189547578226091228624030003504514365978809306452746845281869803658456134699068759000399292120500075613959000288744427359654350308574333661988363908603411318595421525196127737479999960466695724690994780673162706922136056004699157527110157520550901310322146143027644861402693298481539800525915832921919337170413921265410355514242993811740211280774259539176407653854199072340643420500587569863156855776992397930076191424558099383186863828046337581522803513590252241442743010461867934093149610602033427827425809646883910853720429002531
24074620884401204682434458651942385034100524421008006082203068331866667227210068502688502988916800214998800500863952683536488344861415751750840770481735671946625968284583412455970796186047614243561977733481519679447817423498793097774377062435041307455673123484051594569798767941983054907767522555557064688817681893761018082554626885227956085386802549915306767983994028309685853367927304757977735418890224600535750616415377918321617334278343588119963494626300767392249202205713806319331897817418070784916469738179445480567059346755057071546255885490874393893523078819857809064066229008119044726640408517952226600353339,86259557696956348312789771242217807649273946125399971804272914688776442832131,22397765109733374471530962215426198365599216728473740683701884799271415370465739433895792897132859340349573708681815318270767371974288781785409767342082893191220586210768640611923245291598402938317273355643515864862984341496342647563208014535453377141119509195314873729094542647776786747653409589766502186375878502719809942306771719888296740495211180497701095899520059241463381259295180967998167668002732833003564072003223210594466902716803944736702592437516709885030378991988723206042130340721618779036614831775316584020742655205674927652730265064152301129394934808098063842818300197754949061886951576862921717665178
30045701536675176707472414303860645809951489727034450463105237168749509891224364939029276291005282199399446851821789078294706042787515774080545572444986411337841959628097404160508492996367959503365518431490527618221857055249101838651778890874985050330238457824854223198394979937827315677120355061714831832168264074178918408453710754007763665503666116290350423516244963478214215923041796425743574789523555679506371154178296269927574831601304173970382237396886782872430484672457205454969697823594130343927550664278594841119436861846152855519438982438476444565375175317642023215660386887236180084389604311080862507300479,107653987063515294253460917960338146820882341267120021495540337509038228073539,1801132435377679702156110425163374328677726565316872912665998451889424022063195099862365763010679574988072487361457901703840574698587042905326302419860662609361636068431186181249153759905392028129796788302955769950077510331775677918160272463029776024434096044262135853797042464736689747813085056109387455917016739586919703028878062626269944519296716244395718126644877308468007616886271222836137487596218582324163432832752721605812190386267947609343836782410821903911676177434786916897240762064925623433704243390433036785441372199933414775858835125692923358516694494974591643255551053309768866249759505043733869712590
18327599981825906114228560723533964630140153529843363645489613796737762636772198115204609387545513541487322499139249839542279406898956667089487246201842364759815309855701562764419047195979421748037029842414589885159656925083968214323722052070208832395193680173643713479023355037370984287928680491699496889666292950776193673526325436430427316356399223240570829449144899862327424900918507464907084416235560983623650960402605609137266434760586066672887857178764822928158459446304352003744567677116100462084434471573575045246465804345126162408156035539375889856784333698786128853269052367356698410506235005216342409439261,65667936191817191388920001625990629367335241938466827359442622550543510544882,5097123690098052322385944470561002350935425891904356527507921455338217429979361464590251644343824672991447669430725257805346786574495023823282812714030236112889794772356202670918687004716202876773932385602176504272159684461886993302456084670005824640327461405387226526759401614374467253975882942831270637855702127442875429457296074807147342284302888422600021146130157344955091168638616333285313913555808822035489817166133917150909511053305703255590686810084586219491408658568472126110941015352616756339497225983608475052544688188989877725841077973430029846669136228159234465409417534081138972447602851282654488630639
27838267587803780767544495794948737350511645042483935512793086245724946187704614209261819134080410330563657516913839228604317627316090196938106934553339713302644184683908602071982811187485644881550300758300004294724411008807328128122718675387272945539553474293157816619339497728514123631780677133776980713391505804894652604775239645281943008222224292840222789007636223240409820395079005923151990614332884904808365467479594031289182559843634469983598046352440631712686164566716639268679388937768535416853238832552986890654965244738857863413600371542716596212453430642643149350977698671327182183997292948004730980078081,99744733705417049302712268973938293685217655266855334995052173428106830781315,4785767434205679289331759505366460139822474868624898899276138426995704432680711800451921252893811716431117048096328908457603718908285587950691615216257116179222716817061492006005803552766637549441782655617776416064827187111252089451973248669136405467946198216461792819462814131973821295964360946646957443712996098238806818062248841540187436359576700217003713165573272215835577229074502859517937131488144435121496635567300691391759493327909293470452331792969014465868122724393181109337069437585964548871326803184706441107841955881399572260289106047675429172090168495457430995704985877621747342729263781344071088837564
24748905575983848164463393669069419249508318558895490685636477856187409989838696899847266221419750836101733084643900126714379597097628288435816973060692796259830885645207989884437669492316792781318198385492136460880242652935844886918949761857646273467093962997432942180036305868015206591189464378244815649105410219368818595570559897363280166555121727045056651600654708041636729661684260369114611199986452123617529711292780960057183558295926097678709912317159194109171126828135196963901294151355088010229697941351971113646147366561522375706354776345941951600809837819643949894419367546760529039588134476268127744274921,88675525098355123111596197666757253826866893312620895610426035297943094572605,24550724005113674807404392785775602683594352321914768103417342886644889323677195304484128476129105633542971218564417230648301847571052488448814094248622305011544980616666079853523400600506947660103036557971875494772803293251565710070740902971916418002835000855646686441205573433988264525895029028606034882177530335435365117585024526476801387559781922011418258181875176319052336957691770112276816425191739843525962059584433474509165206790840785781733342635553278384951845441708911231239925358798314192117142677366549862630189031125481425298947111803982402467530581798229173567341498226311307308176513747123606007171923
23062751989654264961417052474682030180540388911221964479175819188271108357173559013967150463267856843024717436394491812231044603920492764730810671770639815010127320630319789721681096435941722893999402414529835050034307233241273325144133109579242360926820120588501383827881701409974959755887193578555994466404216630670329294031273742941218098835445928746918606126107832796732174821479134399051532574141990961841278924119756143888175351734818759371518080523049443609936259321047144218317837671534382619133315781992194787399107128199183112385956022288408749970071278206534574307093352823046292669133341420283677481300229,82634023416384018949370562290548205293640189547618091162573818707074847335097,15509773385670783960000870802778406816700696603142234369911623150558139559359136201388376645438856907997970375752237883437449301872016076798753634426975191714115053485367490090783343463739504226071961757144397199429371015913245793177307164076472283438733435382632297290004702778158888733886592357253820690481083752581096474711193721778795609419592883622076378620709890927429274437520809504999266009862116010852411980010348008060175179908484515621006366872815766780147610520313219865309518441706225488544868159778388402761622256425346903044676395899462851049759874761582315726522618586119756243595598506167146884712303
25422708467724781479805516117940458548071181035126157198467632704122608293869289626769325815771840346135770492735883546114744562243319122622581907360152638838526584710237746070734393336629402067316375329082656025928402714827825034421235141868866605051920136258417380399585264388966698913784037297035804058104813337179898859833084585676718608560205815411373699954210119182171817729113883078107527916901297623440307037605263954971003991984107224794891084443452224497214240581624296427353422095675485001568636645707899696617601573693805179977703718457856528896656936488565593639788539897262832201614389225431660974430001,91089766207097247576818101778304410696514059244650388436723402778962765123159,19790242240657059187989665439701684003950407515021655722720118099631970741209557006638673423705084751646970096265187547137421718313438310111494513368240929523035109330801104422842051963249624084625127223082017959043479088837499441842951349773077934755094699057608559070869726764363124465719739281590759153299107246643588897958149990277878099661176114508844776923891026451186065479671078761844812878193214050689577357224381360635226758138695629363554323469432641193208015060739155774401793099956335909562478729699789819456578704068908951010375810266352416112616074528693532737419863720683185320522664648637459896176635
31434161693736340583974169579989447674890610108448121671653130336996142251625367942475352858942241891788634566314617034307117921045765357404039895057358981212887148169904432366641865729163378082024793695332523959487794075938713660840555817964710830184096491452898457886277421006480187597370521853159564695644721909889488960083366023387047832412997712491763381107848344642750694475543602999804735152966792549957412264249520552048350456330976474124584324807079832725750872997647239246711739031885356576510172130875269248369099749525661246731838314070517422715446666018028721237502981591062542075958273170246782971288931,112628850825774762284995110267029161788780954422278042440248876729086770361113,25322488376532051299108660360960700470790596783370795761150197167414750395153844130053415300697132652845077658429314271524781114722677620058259898554889881338100019169876961014993614741064250394171920324942844078781751275799703057749307978787271084999211887295584877738887871286001569068973955889804374308809358473741174722327784530554754044542113917478584471278873578962649370289153371984847906539190753962040687478117237089925430944070409594113185819861094142260435030355615263103751090619967300952176977096859295911493664878084856629618218400281048489804924002489497708024484078725385574862200109884357971341151666
26588551001938275194697272780632303459301104953083028580900496499875237811766235450166231353893359653257479018087476020711865741506002280961993146147523293228007410507402716335458360781104541878879456193075974677631445581455109115002266640852027752232950720223029772795903240192007193394856914440046179468105690767814568913207383295027840919238605984153272147064139799598165159684501061119477330241152530970606465759944792790421815106806796952373586943014357302016888777572899409833335011541323516805254266335074618708994881142108313418347679336977410581611949246858383064873587278091075644763949536879919723544108721,95266989259889506250280129370791264072762897560133661080806678334985576197160,14651888002284660791118894338993429514869763604572062037032910086197824295240658035854506164216624973147076216083912370102902758561283860856674448032785837040853504818099568498112317253781683404569686562711215855280130468492820380496550157179650209503633200741931161332096406647247813305631230171631661080759636742279523282969666212895830700994244647757327223137213017250655171826603899702151713260947403139798462951676059800847093630937601232752289805610369807503819205411078546288627495185101448261066858770895295648995254809348887995645105973063557016396688217626575546920745188251200505067961422654275239769446611
21225709059527746040296653931932148803326287552351722933649527085158812163855703549370250548501895462698403070128726778732248755807089379792158574016065075061263163305654739240916367576183146571065800770107839130914976377112644652806465984108271953141482695799020795221142410287758080534106918485943833339654174710141590840881371088052266056533274744159135357507812134106255630156423113345642985256536097592566780736322388814962200053846133244037033178713449815710602395674826891154280097281047629809459855094078567520056972738643351640357888804664955146861782359314789444375949788545487469149201332726273995800752373,76051884018055729859303247854472135391599975170441948127896068729885878448626,4231234219497028362042839506711622351054047880010408685646303610053302951668283530678781443925461728611528860177144154475406913968096042675105996813060255797319276574722525976477528557426584586048961876517504962724875082088848954514436269067746113240860191815188554274215308462385913793373033070773992625147701207315821552386882179522352188261071921074830262623085462343692302105039102231071449553688549248583516288290035214094401552852749215514485722591671362265039935919484309271784492130664317537718466227933858708501274876805190226573384499537790915390029480047930914761437444478800693244388790777048211611830152
25723383563852977445613837359457467851943246609178964814027788887581344551893482128036588622849708612003147967018078220379380496886190319655821651581584460205393475092017763676933309344213175507926380731807168446713690058565023892433814511400428232163549930619827264107184894302199075104877257246522435508178097395229955764840573308206346157277938450499306595737274789468881191131043838069546817817223860589397214775408834512171261077372708436541696936988482878257602712424279489924831257073078744646881007375483849025079425194705816847961087932959512795550931463475862478689949811387846040578487536971593906346071809,92167087462831452305473994080830917755866726345664969785281384445844803462288,22807029764202181038587793140085278909851839496682262139096765663404120983824467787590218048298726670215684721467970340256392277169393549898458471276931923377008844237875951132828307109933623705367089568613141415985154295995660656823721650361878989605851305045347179453347743037782516864753874941366128434692128782782797984254038122080965542481242725434371651613247981753028793151889831423840594901107551873962452877686589327955207956161740343636552380266396196683936826589575639716849064497159158785937065257601501177454106967075885821965095894671931697173182145026030831706045974051785487302732124744742520483317128
20197820221079130402983371320566400376362817125690966894752503221020628897452150365450240069633288585179527613176311199868122045200332990338817125456149169732382166735084534990001779269239826236120191944357714513578045516179835919581914015310852643442551446961312574459978874576810677366516079508512305723772369600811466066700393681882622227189719853801165250852997764794999538164757611947914158549480276356454111288947737442020685068565091673804608510735184180973779067876612238047009058697831465075770865374694674387167780681103581130948850609780243966009192338617188099741338842002571636820068662493881001797746029,72368950152058066942901246094716843223726131449792544987085590332609080070991,17592666908791928639052357385873433286443355560678886741060376630701320286970768021822656497422155586947613737139127676246263809105183723875181796088504588508927332253758280023507799885090600661569748954311723130149796222037938493588836749755772168462262780038122880990162028725281347996463733827810532128086093393446445769595468003177842739762745782550990155362788086529367025080680425888222640142862969205150209781576988433046017850660825461028141595444269587040259621176266763294370276209768500424151769089691408467584327017017899510058010885653686955982842229621028175048917975671523912598139799823037100515613084
19398590625555823755074482038700208479966612051572195093242174195000415349206131229134292440080233498861878555925095437868838251848720289877631709657174807785432572876361990452609482556601188134078375706804077050924360600540260882995258390785416873515719128500038481978493843592811361126223828961411304905063773345400176066713031127950909958770141951090767716565280004908527537270603859475151614266135247578866787803106004601669463039280210115480856773523816219960666333708668241365233812380988830614370094347049800157796871025312821355822163495486082936674861067069537285908709589539986933794154443876079184979523041,69505304168215090518415045902715000131631295210443639421077619718323312914996,967935910660372745627861087139414212736286793362837975291522449018307744489681587075030498128993607355234989759776839811590592689404085016673500638869691820504267447309884834329656107863213972513304197813145121830869702667619593881780749044174816583132907749316276544497709399348464477036348660221820191351662064612763444229158288408222442419865572796925466969121175931449319382215088690408146540146335114926409893968750832211769666992591368391922397476374414985762287690120733441377407781710940894512533240560238517661349786241092429044208142352686642938216350152714116768828427710103619354314144101337785375483797
27694226900864998490614371748482116167195755927990527708341256127585945627608651651089030433000210025456483468910817500814403114858656472876890644307264364396942500856089523714274487846903491136987028468483203061900024771327200951971018077212887273624228069339728695562289213258647959021074868635652139197853078245246340837832107943123955619610794772451775105011250811922214690420258734764088876092640145393942093454788881709109716144516616027227809352647582817069167752212309307493278121991343834784578585657727563260988113749928537945299475985479100208777897874448842464662753195070043568579230063415037090640058741,99228634780936970034201596747665758995679123062195685401077169789624030870765,9019625227093239106893937119002623425095115814255270237875226516808119576347775852628673537017758767942795260894798485435853062405565371895857476121032619613324072047917336729549737968885098338921726292404219258642564211635936008972233671729958584657010608745342097803873648453546351307362560550634446473262935503819974717245202779879627871618692036398203624091798693328701791922948178352890669597579738715897511183133117094082767646461528757922998576814972952066906119215061455727541574254111019058287981238838118410361158909017332612452865950134104504673754213078024390088284714465500114514423115840966025152048262
27418818136002767549090738012322267566878818743946749201390332845499157552615671181879195275133845629909590101906345338884957666187052155544465599365282596303056392210953579071095613147619634966825951839656744002594346112475682263282235105192952501132619036329574942912342935054839098124798573364296343376188254113760585354210394057910570166174597236404519261960501770252275449782489868043247077129282410148941050971411819301965883534930542503995485532695298812600307698574674165979442102427959815968037420957319848151168962595346736541496798021738184980043229674201997380626775846856732208217096861091194808677577903,98241842990654870212770874564602675858519095837328040368192983258174749785087,17266103464130142523696285099410058052965882632195167037228370468876456159670256489371885933729306793578236721816261791753145752011386607759367940661954287592209003809098322160863364668704101239614734124409127551646635531973659040155138104041772284985354816742183081803971948197882748638273157663697325017344139619211075835751095161727507912024370808963637533946423537452268904821447669819077995038893142486695286592391599105866520997595111765981327457019500175366211222344517221482366823156673657382121864599992883777925196457776043854118795279562357571778103632982685390522292205071885570505481992722163962197609685
22842921143306671554308456017012812036953395951890297970717913307315081903251472136592120580195634075960578770320123913377848566549406071114636212816610714870071032715723490803900386514088857249567969110406802300780132508168344970834896872822868983607994739057629654463179713620994627201007114651932895120304839574149659335706253336359424160850569820312610144020387408343677265368156984058514010922119914689412354497909840265756066442711512866395042623368395741051191731623807724815029428319034501789913262126581389846937155475609118581315249984453063961526701997238386873412712752770617241054720064189681994345387121,81846367749233826824732236601444147799775149840795714687296833292732047290586,15845453183944857481066283404544830329384192746860291877826503896749014527605077692801092822853014507441635996237332851025083962527048122719016862372940083558967327083065066906472655252438021827362637804412111751089114550042614685444204216820296479636200001361468909355410215066820327755939651941474794909802383171449474517687879426233600095451991233628616233262159585218857621545374447351817618376835991400274446980445758836546828774209066269570155221016464005061479961169757592741425555477357172940373265692804994365521209983137255119347960210689668266963340586582915006302091684116148202747682608385293931091402388
19395135631423911928025710941567438712154029254768994847608225517438115075306076742334308877426284797324291056463830851730493235841123402635055363668411944324300121814840301690412044133634066474568534367335012798278580590970904791422878348431293700060223037776518620001746383043656693868411201751455179720058224530960121277018074225051984669606881851625238054116961575801009991288730505635251567178145609700271230081632405082858397877949460404632953581920978671024036158128419194589920467188131298453630980666350725866219563545196990520111620474103549355598588896859428712510907788168862566854021382262658914523985969,69492924896819901255909103488921937994754898099599437219396160227251983424486,18592230384813833710886834955418323899076848031094042097389947542243587069662174149167354235358532900590468790374192672104162964921703208126954085345657031401152380039879301765662265170394890198179179855069929638049478512095250215315343035816064307977379729847007745837483799029749661916148658315061402059290341981189755103941773330234422989087470445253227015443693729754981677427264381969427554860186187292899472809086532974967897549723015454980639037049918027849912579970532701070823131288453339896212840272914835403494798507444986949495027713038660166012799441321903826383201654097579901297901220951850039080623555
