51,1318976299104508076805885562499060607279403393859,6721847739567179 6896191754490713 28453715970873617
52,1407191333854279639109233316465851505145620782849,6053817427188469 9042850754309221 25705050975259801
53,1192016770449238707372565015256022366501069089063,8847898326619367 10197286678648001 13211666831404289
54,1093367407647257762637954147835652272899615821051,7390348430500537 8631654801583067 17139855085550569
55,990553606475769532158143604567656402310376177747,7856900149276951 7133974993336721 17672385110985557
56,1423610671898160058415224468054535205947081306539,6435642476178053 8853338732464801 24985741627874063
57,848763495329276142538007478251955631423560951781,10588844307993577 5117711320389497 15662545487578949
58,1326042073758309665342821836724707413549443146109,8580208370943731 10655801849873681 14503517159786719
59,784621177798015629050114424382396434645817468169,7352531623135687 7761253276913401 13749638143072487
60,999466430918269632998968002565493761476470824861,7449307281697877 11974428904867081 11204629826078753
61,1179308728473477868048460035585625089324677703937,8417408849047859 11758300795674031 11915287474318453
62,1234131024320735763281770430052474058194732357743,10011293756716939 8066019468345941 15283112121774457
63,972496701900945847915678797242490801181575963491,9877799148284497 6818193365240711 14439715356917173
64,756611609160423660651850302682927843712200959953,7246122822652871 11248189180971023 9282921918955241
65,864040072277615662076584354213700111799211710997,6552423527118683 11500955801858791 11465631749180249
66,764776926647681097092352780026569728980928216889,7208109369775507 11554146673723399 9182808610225573
67,1070266418889638144360741691304488095049146646203,5950462441310293 12107854337510551 14855045732381321
68,1433821466729967519298431148897889353087901941231,9674580508563833 4509915459911473 32862041083926359
69,928476320866364960620038417521473421224436233261,8931697749661409 9356593805718101 11110127379928729
70,1195319655244978447704639621974112987616345337687,8496477550643857 8060433075562073 17453670392159167
71,1272077458835887183814960676450303864502799001439,6247175902730897 10278221661539773 19811248379144219
72,1189756989681323471078920599035646268308511279919,9334223426002567 4618663875122621 27597117037970317
73,887670162933296888189894950688953366161011371759,6727725116569351 8459053851476251 15597737024088859
74,875150720270050937900389631822238154201066371359,11285785378712591 4752750889838503 16315711436450983
75,1101755075197598918238412213733346502396628546123,10712319448556483 5403296508008461 19034555711175421
76,1353190046761736715200087867854805305356597589199,5833845458068787 7123270300917413 32563003059117329
77,751017312879586575230972425622866700533408785101,10300844744587729 6513532125199961 11193361959991429
78,1229785346696484740320667299592464975394233889557,6748791402489547 8180950268843791 22274068788067441
79,951839653679081702883289209453712944721179260533,9233639471717729 8551905584626153 12053911057084109
80,1453080184569046581887182810083527887310529678289,9444092965022669 5516056443282599 27893346733448419
81,1005456314630891311547258187767535535238725951471,8786391575345717 11560811313612493 9898384931229791
82,1388596983707002141232114136311797670575022285909,5888412079300363 10272372313254251 22956584349572893
83,1405848974625678038052762238102327477390521727411,9674288319312571 8027201468851387 18103205399155243
84,1265399723946372979360898943580299433397864842703,6020982392559437 10780652218933721 19494645499291139
85,1239491942427710652178817328955667161332413563883,9926151295040111 4999840243174559 24975068590221467
86,1410806611425135994326005227989240056046636388259,9560091053707739 5344865571719347 27610143941389123
87,1162471841855365264762500637652193595711659760201,8021225872290049 12263599862874361 11817448656013009
88,1161804840373908966875338780406345735237072691503,8183750348571769 10738063981249537 13220711303429351
89,1006389947476852183804195194019550987161786600013,8729487466654637 8404044564520489 13717949432579641
90,867564842296218098809749567950408306995075038479,6573601464504947 9529026426823957 13850008565800801
91,818288201442429017357259867473423544248469328531,9286003120705823 6758748255312103 13038006510014699
92,1135396545859518699622845475440112981950849075569,7922452622465707 10825683975495199 13238310801113933
93,1088804024000269345478012756580726850370542805567,9846606927848791 5305182888935621 20843121283256197
94,1004778264271525672289788573426303579278112270589,10411494871971343 7134555689479129 13526648661425387
95,1067814474460529969968102353961262301102454579783,5901330409324099 12064760722448737 14997786240904141
96,1040086741000818376552917854393091104238717682093,7664028742168679 11354640146952673 11951958051291179
97,988055915898136121678777204835733994881093357523,6693320348216837 9020991179136973 16363856162906323
98,1028629407410452963055154293347688626462996929073,10905540627987127 9003894192447361 10475659008038359
99,1157652973979702493981086845786099038343574752897,6007650013306141 10003151986291421 19263575537237177
