p,g
127478538086042315606344713852426872745484720503968294746106535406105146812085328332475934587884860400978046576712552076468989656979329642460096682884325274487290405643670477283070030413605273753256512246433419663491827917677239464555658099306536631048646581222468395016551191127965731581793454842692699802123,2
95289732770209139707690617274763284804681949254121532848915928065199235095530424865879176427776975066004123768154856503595537736060428381382952726278624385290747027802667128429975602135231591116955266123267939963225331118500521504697528598133483869972889796043301766252484446227165414290131952117762470802767,2
118756075106166086776311253969391098786127685566591114026708317112668797997643484909693767090370889820428088798108260230733280825014882132510979717534916459661615338075882905600316912603745368396681780560878595045002985029944493945782266044493309477913643772593756043849908567066207537356379386376510111286027,2
142305957666960830954495537321230693777393456426448044980149086058700331469977969019491014879425710834403646753551152000849877629147689002088681931964608137565262140490872044977250701316258292666560285836377953461350685538150854339152126178396624486061060236887693422492810401974978449857508992657903560791667,2
175726461960211454292790696537274074424885642452769741591918364657463613600939303909144713467629948853522044503034897599840371160477430118120889864724720244314682292066003708120495811182202598482828555809180339699830785383903836002635196062442955998403548952500029795331692702782865583365065509535041705657863,2
89939188927742566313756240279554992744501301302465303824905135862130079967953320905064011683893311043967021298493408965414335265916226863885185327680759599641700313100832898256425163006119535020059807761820663481219405693810702427186590417854908312360597785642165343324579910274106814341949223141939786950283,2
146478859611941551737832840358632200725461624210983407894353740500787364217751472229269372828826757465942338403687665964246207038002834651582594303347186724049155357289649434236234543303659178802428443749087897673181204715253610266946170920146634703153178901078392622117032453554615802420177507371287434922107,2
141391406551349343627532130896526708657242644192681368978096386517825732801328697405338371599310889938961180652418595421378059363256692950327769421297040820446440398288987509772269257305979290106230498701267016415944966816895848005509756460950690327530609356141425721137273586095384301204651337584952036549367,2
91999498322386993669001965111182583009254944254404902154986736590481605839934239491444824953955059014145509247848691966868800942619422524165825419606486130527839301509919918617481332159372641511048394817226885659037703373258112681601525488978870418088758005196702202710889176847983683220731300489437143200483,2
161105730083524325507870951585214467184750065731576392672200623972897248735348768447882614430842718195697200699764123048651302344986713439815483941733403401595864611655923920210968349003357326061632184038145613302733777786137877125512959650325244251775803792726725327401209271780467028427501366257238728830987,2
97390036539410212016047856958948139925822609220418668819740009719119271586905121556088036787322520835287463004537869851993186510775420555234965125760372546225525470064042900872427304898349710709250937032117760492439282170825003271134215080624575400882269572099735999995086096401331479573029570109288244511543,2
146587047034618196267270614908051345931908263550997699781396425392408480659720700360279148116160739563962386999331725753035822362714400840177938037934104559702325768006141688470325337637797330172057985925560993029450041421822945622270398707146681922480284301583988474346889290678419391285334728709595332571363,2
99897794193605572532246497363806529064653683020106994345905656837531318441742217125394684765551274638573486324202445119738291770358782621455965713970886916317774570891659669670030976606268401224537674669910781301298396921577390840372072573499297823469329110944762732172767891601443666583821714376554526594987,2
117003138113434684185385525417600750099707256267863519110796430269026212655484779193227729520914992857291742730811875136870863404365405921891762073153997527284738790500551873457813360069173860045905005791236209401610190111668300730866086733924191322362987120725117577795025677182927953970965427422356568379103,2
147393508950958845752546058853186349278870156324496194692841085883768308043065549648732313589652194957299463655543513677577059007383849349579393250738249084253787928554915071631507329335788971562646151585752605113857299450680857015956791303679598425242582218201506767822365221566356992874727139800586471331427,2
124064633405061410405127887796387583242057186953706391313622521834068754282121706038395895081280697428269337538858161278609758473132717035749516821058908531543799192993346166893774950345332147731700216997114462018997406733118841411924960123510231384783214516987633458924421631931620448155696716107599791432707,2
107614764025126468513702791018854387138286226645898866166375635312361375911315569507761645718487930694878236740531811115350962964274662964580318285610504748808851861796021080476160930673929705364350862238793874056598284219195151160870784474975206266303008934175918611013897339112761628950148341421432370740027,2
111785410984679684853174915575313169295847298050340838882777819423232617443949162751225538082979371133563857702330354463710138384001710163823232038722935364622272084406430345097927623693415542490230532290158660936724123753443561960751019863459328945533100522418936591049134872046119180127430151293667223050743,2
93717162578506653648908256484386827163185489913898319051658229338923919820816077894914068250611972967934108818518635095210984799440792447524184980095501294080223087576694887430693797132576605689903625744889711460401634134754949094652154434944889678526678171777351540913013225564265743042806088454764168579843,2
116364215154207939400453996526889125237975076461724975849057008985169248257929850238884860479838256096888727287043889847298184155728174821631554939921390149706455146807571554047529350444395536339044490012211636597742565425508363579712418963974862171072608710095032333450674235220370651817102233209915465476223,2
117631025963805705383994375976940840661306114140847865031211951884962018501820103153647061639519377780444629515006843972901629947007132362497857361435529980396235674399989998031559660585541294553871811352483988200452259022636283259944361802690963654324237532923161619823598948712851282429541282832762262451147,2
157789207062257605619164258642743442192514781063028620318741433332269896431391026758225898655720560229911663083386244331890326547249661642506947286892943858723940268032797286395979542586150021908735192417789167259847511360297961230493472904052855448791949071051958246097377419145124514265454719568393523435867,2
113471007457600045318378644341503910382270302000260830561050434948202851398673062284095723568287344259962820602195239606540359353447563768983329588149242793677365813064398328739824701705981124565203261249883418909771376793685798708335841875996949991407227388672270537283952894236915654396207009608808070631727,2
152539620699243600679614641599480481834690011779629744860950926843578460976206477481299661040218679901639318016316768801944768708201603041823000250194020493103773630751138360560329323828103158165885082325050443177764187227004024624119009404171156217670531208761155762008460298366700653203424067721524198674567,2
138734466586840879673110910776503700235996559662586453389631019338779130545037260483197533332775463318125279785113008846848673503737730883068215040987138375508877692582352864488860923770012191351903211191742177505937109479993135981003428812016338776640361190282286512800109226874098297885706366688966410564867,2
118126816988676624590714857291951626191780698678261890730157589108712197760766646622762271922337607505027890367037389505971015220456701040958515542995807915567068493187709316955312377357763121395109234564494923754021000746247526358849772673502581603594836977122958716560451771797205390700377414550730479511247,2
127352969320866636254926760205476785928003537445725847807184340810405843299506260361386379095185005147448163910062178497585554554631553277479129446967105404186319044344123192659858540179677597313957726617265627905445405614416457627674983508691669070250194201565134445393744054709484122636477879615950775357187,2
160263340770600595232228958850617774842107284069116255752671158898276861050221134527410694240882605286642397906704875274598152152817457927969633728431569769112406067213557790930561486785202777180750831512674026093729099007510834306488589465727405495388901653870637468551439905310319707338142094224395605617827,2
98796402574779410608314806729945502762625252560395437933737256680859919913039590500089384564460201105615768651701945978351355201271214278429585633495747478209186021479878779973832065890016407054646920037482894301861418697037478792560319159514187579584491455834979756146310985453225762324533304220582126357643,2
108614756151373130031000448207604439636014856875528168351296347421458614533169985907723969147268526609505842568582671255432850299961399030985694660470418021147886081039742462631451765436056307833715978609198514985321135553153072036571197522389387457132525541397566148747565625041882961687137092215621277542763,2
99295549569361529694259194567671309046807207499631626112623520839255984549942305358555097686097272855465214593622812928325238988872955417262784855899663941788134445036076565981537764514548142451395049207549070706426974085378924263486398757273713455847859427182113708697085966812035942846024937914276243273123,2
109002324682887174534410719883209473344867815608932324877786344317271201497458864642915348148783018593343686744116660990948270629452274664342476772895330796169435133867758403008720840122166481997700556755142487663495838797909723545881107484239743835112436803095659394609790550984492706773140581725838365240487,2
178693966651022204941458952725121777823595987259218801085839687769835518329035708300558545000150144504651771001721571245571577422142393589815961980639727639967450713830566306045575709600562411240793309743948754297311821335321579717123494695084313208053922947879122973305799546951298800380587274456937608708783,2
92845855672317176153328621100954620039145901361113428688322830543064858521492105773963311048478506958677690347588552353563479587682831073899101137849377588366343827647950285107363309993530015467089249522275134902934606523997296917391911580651863012906943367545600677494505567293020563024314492082441435909763,2
141695739851744952651561673187462889037715980689379564774247090489679082638812986759994630634321548577963447040094270095724183620022421212820086516464253467559885335296872779950008766462731247379380106931500803155992176250255117650884216469525984354153348405967232818123553020336039680086056804350960407278807,2
149000295029284266580263292032637597381237843694472214475302035374436336829913843340626794592116343145332699624688715035884976925333608570888600396640337322303547429244142488115731913131865618267038994106533857833968947824206520597580317307816818367563856651703823464237220587876546149753574315647157248375047,2
166348381696717261182989132094279954776789870518353471700147707865811322320939037547288427207288966410192830259141062403460730829405584768478707740210528074019891895766818945424208197528929920491366928782501668100010243945440274443210014343929928008923552023866607299001383924235463077072773213962861039153803,2
159311533171925760972753793667939054290528989744725334179761732345403496832205477861333692272005355273591431501843204493097396581165310190301268296036718531808170343483806165309090482982312320231013915673605307357469286924550968457261808617943177652729228318178592270955623470609031567975173273996875810006567,2
97950198092098369117632258266942079091586698470948892900901200259132809756863648863874111792119604470779954756319267548263847239845579000695689610918068072782126156105495781872005493715570711802210353087378376882250998417480061075824935523857053238585972399314756444082916770505471794425725358294946449006527,2
97636342129168783259749421370338721626821696361283517215599903801782925771946369547002183816580947095791173284906268335207060985443682821497946444895134470460403891319875461133994730175300029939922206476527988448393848694426569725358755899692247901565971859230963244522887330868511045089803203961723467439607,2
163475222765062100985919020869303119029186931963967789344357646445340645877800155875847972876104078888416033455736290136700943705109490227753463998298978324285215774775618339379965728527290120539013187817781711664652654104544480872466879722827350978370635190471148667471687849327848744612692215405655744153347,2
115308124074427864242040679661772025067219134599181247898598008519433324121056519178657000621639861799774979411622474996435131547656880198467134154975142895591789247370722227009786289065500839672733782146988577591923267632578048440552955663081548265568135841561596178265484300387664406452502200519426601103387,2
93018501021183880247894112513943594493069216140259044057320568962610678198696153154949391593302062797478568608787604355241350550227763670608026938953805312150441567431448010328651765434970568817879397192221015111619086553730008934338354275134832759583063418228763256046016507941487925096496170915676761223967,2
137676452712737931388053165640207624420211504527365472227434064063812223260683884498567497754345264481818413439545079961673482903397476938413297161797911681950432263375474863607926628819533279719699579657874417854129574739124580630163927674914601517885211763093713396903529573255051388263080970483168654646763,2
150683704591088525697584147231973127208493105803007464759785017416072655543070452559743028967555269476543850569923406543227990775954566596455605155254042995032581774176779766223228919878326663321773964465144884075207507058764546681785118257054690251870575308873089344975901097584200639983949836610801590409963,2
172543974835190972189487000371177147723924628270297377813240206132232287605548971121529618374775921393320307703269830732856436331636260533996866637787545158861927463939373065139837355774021733743693441070539782633806339164547784809508496991899850771009882005609562330212029197294774051569342365737242274289687,2
132829196165787917979115939358497543842719177198098694427522803520557749972524048373916167788019568034659405476990053891047844870504104834756841811710442919688268871086575370065675925585745444645352573123215788710732916716352157905173022889031775691615528714563726069988703987992735414124706163747280393948847,2
130994325463316986191214446542462937476533885374607689145145680666327628396349955767775160350614180103727261314502398685239322866732153882780824195450106932638098566190110165177300015010262250674731392895173169522987124113365335325150262515261189209393869269484117579797106913973675121930107429807229036268323,2
174915144951831116438471882953684074261922022342003007360704905965064514349275058424430931829412846382702902517066784097921243060070024638128528105762956382781002330880452249400686733912897063789154664101809606381776664676119846437040341037655211730745830233780511406774113544048949570706540665660817575058143,2
123627895252574837709997308187100644149271699202757144523570476610502843842973383789006101521704179863438613459985527428273194429224451075978299845113668915691222871859196578587049816903273965999096377630983833716365122008976155000807642046666526549981793359373534734381411054165151763508484976954673258513367,2
124823225257757160154101771811872569678981776658071305175972073015596926890937321502165769171567509434119572249086333647313452487530348869407881562923372556558564697256479734006178340405111074255657704231616807715145552357223178050517367604014297232862127794305637896121345719089595854810327021839176952360263,2
106029901059802889593359894424720718301114998897754674971883697898200546511187542353916904446588562168585647957339882374720574775740116318583813912253222650804146118718943017357836174978787969207391322366268840084222946199437406121756084921372141673558451346976972183160628181736255273312616023578175924688287,2
140039860282683615404877589648908956470821293980190965318389457475822731017090243573270371934906087537041385261754927281325565086184106815177925820311814972341444324715707536988717031633893008167711719680752236678862922092690036011797351333240191009692738065717533280389977173427260232477361814478904852446007,2
101757100176716197740312567524511227596588611569399627420209459968613090167335576652641896862537335677583539274145959192508488051198214998053273074001344293273726177588708584348498442914266264610914735425301704621750657572045909189940333286860372022458358338649470124829062505401729099674521100879011964688827,2
164588153891553437794686744737549130787091307652467466011742885193544618782977384085675223759593953656948576278669408273073838178812242299766384997483224124334009502497422735919487539995612921791083039690413917260865821923757766717835251581452069235895109157069594505143851864155063170296002342819664681853647,2
103375368893979047397786467963569072084084377621406623468390781672839007100296445992777720031414385608228940207862025783800361410679971554570986992532592177168563236931591331391934517258153789024383165946486051541980410039481487031059121772410434605298523372528187694759725388910758840474063720009212419495587,2
92533113303408603074798712217010184557282710792940862810915799357970779444801150606220956497587869773399343715039877634604467213643822968917520518447797121838129888002380185146376929661571267333563891131330536551302574196235083774958248857824933728232614097614011791949350113882313795028516304589354304311727,2
159549502813157787281288269857947983539588595950078941717597180408091830198034959429760305034199035691968987081742758270553616715501237688994430160153641580261281690493990748290926595289064173266004376388822252062152692659529725801609188763595481820889077111915636909653442495467451936386624580289597564278307,2
96316631035227684048989249990067092171751859590037774187137269431470194416937192337872033344604803552330700489619930438629136763433024445415936603333840774578893412895771742082046857249720077876062414237090633652099867102306544241687278456101979363635613064092231077322261696264832290212936537306069181612903,2
114203658454114877422433228286498858062690663240031530967561547390639410874853858336828529307029085981686573666952163971660555768781300130450757091746682984809753109040363555335344874678277719637389871859706379644706243486442826708248349968240922131156051088073263362531509999407239944144735026405858914002823,2
119449008613690852228585680536154608384795603898257718487331967445557845901388444191160349046263521529120807865389496277790084041013733413049547491805201954759544730041370798978715290803065471663829363311547821295783918645803068511481429073560917044864474751499348892173957852470205611730849176025988132542707,2
106996178348575657443465734864330663213593335371276590127588502488941623605582633317866893125095216807065272589735487090210763829854161737866051486902547626629736688042069667816881450701848239197979032295660725859606937263814047802167186503772160591566767124573940204073109022504987555708640736641205319056327,2
119623799211685428368844403437872992214072508782810829771105236691107356593988508176998639391596537455799281164795031857802128266401572450293508922384680563120928397274197946937203838356999372074820029336071716930205018257425981949167434765318225785784129042541273735038558920430577378975067680655875347495027,2
102462348836360777360949250561157182333658168038731537320359638944927550956125808438601439962599408185948284846512722371602110189675875924425058740039601998512786439135274331054352569776736855939564821011600274128348294389870117487359872605568662913017240286580091790287562413602927619266018148907565993359007,2
118102819895074202213526243955778417284748745504683107179083178910991204170549519133002983310302109860002961474450654487588858839048074648766020799104584045918506292337146192127276031461911496678260570805410191586521051996416750691025086708749240453981496631931133447473987664631555240535677393549110736785067,2
151486650665787980443662071341672033988413431504882927065616658276167973455206321191583776517096094719483308006020645358832047755892940536054536884608680835282135310339780079059832340989714251851339311296345553600188378775068907240591683572155739668198535383472641065352964521929590752933649538359848974508727,2
117210198024398956889066432168149381835685582627744526334640998146296632273076869401322937794932356694130557482734685601813649027292970782529461068381215565132732740421753215232298923038963323315336146404020979894114939012696745276050922470698145555480424737043198020329282247511506034878574514442280657084287,2
109474106886989685710958566916011792607002751303041862449854919950120314712188467938537590363493136374135912909639916075011190827669348280095140285911276477429596160922406138284556875909606962643603831228781606639298025310086901929437488678351499267428550139423122063081040342441388315759752464063374270660387,2
100217851565426681258023224761090318667838139763064127949070514186300168632235117112018580079886296002122563988687136853924595437003060093810589596721186298023092822287084666943106295792672711219527999742595037030557974538038025234588927497359785792618962175949039508940990604900574280722186277605063166753347,2
95612774282478713207144010284524388469709319464622072915984267572286201303987009830108984493612062449316948896357295362731349150424289254201576937722402876692168400436045908855042408061304334580544089710239618686871755021359181893116245181864118196358759977218105516673143056148652155450040382368299517556283,2
102216468412338153484097362399391795975722457570132510802788235101846228066168895814304318609399868526554937929782800920080699736313953786299463483147925692538613810361657865447715275083994933693824231127168136371110203812511406952081037183632043592090413354230361876586958311695056805815116886556859739233247,2
164758391912752175726713013243378903752559296191635114733601777073346593822952381500704316269626816670383604762871640124736806951296870077731494148177000082906198545997313991379850329948413110625349955753559723107414293850510736657860868321891836709129917903950728539937783286983758516482136691933557490094683,2
168649930678810033694745872433588494807843743297569197991304033222202297808556976138177518859933370476336928445683317881981604789372425906038228282509708190869979398397095799716812552994670468042909729946910783672254782655526950291106898244923409061913587174482379212125254370569552214306276237280125289489507,2
96708940997309256985347118724547120144226717298404668869016748820084143171543578707383993120288998664349816267738636036074130491635769972149970517678856868222870588175928554657743668275629649935728930350590445613299218067115405702191085029757185049334106612225747498794443199514241825513931753820580197836603,2
103143644348862391001351952212869065572833717186478025059940715140914179583698962670342199845627508540752286051548386633434535411805240383747741347648033034991558069295581833054709260413776505425279990812221634196324682496808795688355876308877138134799957193643642951203496497212224632537778932098432370315423,2
178025027364354675861667143399633960821054499275368384637518368356748720937508089550128179084621856228152052324309779654314712209103580813727869422704110951358158155160571513274301626126086079975488582481719281931828467968570355168893100220475352450848124849949966993726863160928744032295068438164865176235863,2
159641907475831393367446104752823555985716889331918629477434700390795699927171056012318939784262091833917378186944790901432870214275349063593964114971679341552776703140771623334713722133090128068943696214550450469493889443077516802958391781044189572759410755837719440289328891374524222439458891983305063189627,2
109587646363487626351931744749292255818848070830566422438020168095699184019231646675345108746612296471685614616148689219535919516036622772909927353830099455404281242656709407585336507331084777878996140338363091298707329186733512829467298885025084106194555475767528985769959188543954262371489222153641541701007,2
123388889218789908595682700568138484229921973119609547945954899234380331607244522623955480731006533321694269990656807511543968716827639025347035142408142273172305972161531278433809158338702188721165372287349545201253975707631801293936201033141564864283682728120107864811871075091873506790268204341360834155063,2
90682002105479615172971804589683068898254073098696872577309307959418026171262796529745178382952438153230361550827606153655477572871396567114576364877772872215451220475014083930584111790285207744920628932297460810590878857771007415779556066618442719117642189567088925572764189249072879774963324414488711130423,2
107974699136695326094704003864348071785910945299556324669876403322807245504599841915032530678617576638455335670360292339824588144556538466399554687236036031227291934095068066245028990263147422417710956723531399707607962955881360544304750550179982002626943737520705588183982644206499079565664213111106051507923,2
114513292698363666922954793438338800668452833446366390976586518717445887109786581660114361000000873005620077838704564934364673872871218928907264746001738984754847745959138585312019312428881397796727212176550714496977136515452729679391044434720843243367776521963190805887683509363408548712891537935015505740543,2
178693839273522467559236306499021516048275936948732941139022002127640346228636527253051880153326454843585797922240029798162457805548498411594475465158674618971976407377545369131032408356586314345263592919573978303591815500160036386152434028586323544457727586156811336311537300382885675513362830759737640764707,2
152448233486008916429411267047407615584507186597252211715255009363720658802830169112936974190865191794330178135677843965171479020474601352208557132531455763631839626975035263068445381714560937763796512111000754222729844608986140732907637940799482981723656853708979146362559988051520614419475463316022161367823,2
130667819401662495039313498025725094672569244767877504072839985615878511790586118986319631703768442092345056023639541252464878378534667371713900392270522685746943913459570720414520326469895988350118121858013227607646893140265568095359090047351045784014912263288082764165734878513506857457450253829377992026827,2
117620306680410495552620994943115951955740355021403502850786426607279863167055030791560163536120521629663839498582578354691549045188639797187475794784242534246171211708802067481743799110835188839900007132535531489887314505995369773828313501829627459416759179302457926500258031053415406047799335253977061155847,2
109342518424338311720696214657182196063424307300776783605452829547074029987795440525366435817517126706415885690144700910911093907430954821707131606396726381515601085004585202237619814561598200155666096583160696587119096939746971219928988127234563877155332549148719153825033378484712275624285267322643607099307,2
110634203445002255903304219437151181469723056557590522597854459050088803827658784949031631911573392197589285865014125597479245581536036737912870391205505108426529276672939334537847010101104692535982188548935484471650657160946557052892809627698391016163143270255340939606279667108652422771755993676647392201623,2
159553136619947729768990850070167640429342134237262108030916389601446138693401495964811893932903707109507825298920650448784340285019728475329648007866901846746975413556392036287140317767347373104158154106923470854597586586614549088953915136931710256822102081407827691268678703993375955149622693653646776068643,2
128915290091411896748103283384401225838674031147387787251824814689472220286370746139653759311656303401783211026932465902173245248510696106811561896587290599734085746631924305574658582360916888534172368317819200522279875285274872668169039991990006866636234995238880996997278834580001132720516956358422535263763,2
146124182154127116052465206206658877262251053416201651732176189190938409370398501178479632797993932389400918177690921843204772498334536624914899311695645246177773895231819329306608936110782831826210915839531006893376159939942016597891956178147473839972406642640613174760914744204632508576850760943407458649287,2
125175848988963942706306780640843613664291825844172635933029454561371129348439677693899424412927507298526940995703518872273400968104869144189055905422157480027347621174380421993489723842262666184247751421055417835658198863387201365990655243471931417985395508666536480404896837356089297822432915288377657069827,2
124603485434822250243625741885515005958095141549413176016456640955981188711385348881538433502918732123642511892328134124393415645311231099786132487032342078589639993206147480849911579182784080985772598124014451907581688169167093888245439727388482216700677991437268626116256062103792984056558656674117705504727,2
95727359964980635236263889481241550259619896525250967470477171819102469190941241151688535179978481956920904595254309259422131032503371668152535574639874045024431253069728086022272731177572080465958387397813830516994056747317174093119558648597543888231213786700736195355568797656757515177965950643832343884263,2
101280850451513551997394299277031111068673446560636993969037209527702866395043612466605835679411059474652056903745323905432709989259373314844745134042767036867402689959752569375938689492313321131997702031094181945796267356806565785052365561537810351137931382280943677424973110654704361827101777800719868085947,2
172965598862831360665295823712042080969737241163214573470156642565968287983249628907640493781026822574016663246537529810771267362291553193734077969037970101979928396176670018540378280507306159307281001306169913426310176653653618049533749195712817893217141658386699510587286287815721682227441765791720183989503,2
139114070300362423939376548594610038346088885851209119881655139419842643957364653754533216178478031729885029574417074595987832799789526915341547498835541165381329809425174733678768433645435299714508754028601444530389447599343942576583450747934860138185530433045860238683280300877828750992606683696617386491627,2
139580455270127906756679521574917756183113324296003682479967559207525201975699635644107192782750674248714374599317820873106109874234068902600586875802939653466093039001040363414156216363210329857369788349983764058718895910344553197103529724401781345191312070666806833598603754737572201005131756203820061619327,2
139276208106365000822488536147598190077933895537590122207622531284353795306585898759180935311444294158582744924466486278915052410813109132907134883890670489304741065442833682801395379920096300760170542509372347232884042633932195220834492378657256094198695621839846782049458407545926951960979890896548119990543,2
98251759763547243535047701513019714987513875274075090526166612099410422285452134560679305644385129218406276778069833155948264196978997935358152800834346945034732176896974160091198097932393450860866844941536310901482117567341671750150347021127125044310198184886711502882850064848960659349162282709606399037027,2
125337208144331243628966867407413004651022120302928314234020608444763035548425623129303406985241417984434968501085135927174903490343324436826344435464900894932824291501892274069150617025453401856340494360458823492730517744515461781011114781090565762348719676391412787569844201045473675449405958271342892594507,2
116909357651389650289030665466295764729407462405452760282022985012252027751296190596259942919401937498206015118747444807445931968349260670449628786406240829383041485768592681452968713971039988700658085513721560266517210009842690299690755474506210882144159790154614892353898230896641551785543896822732483103707,2
98508988183709260352813313502711975419971839557536509470778157391197713228027359224602833607035722552642068244285363446409628333464628812739533161708662802771428722086477922098134940134421589983862542369606691627199865794415708080702377859207650540581563896715843184360548345628806947379968659141182033198103,2
127673964678811956283310857447165430889759843008542616057311274028211262386851913551923844120798224692003103616061541820903339691168410265325295964747714742184880485858501469580756370848848810716978740566719166309907590275338782494978317842502641639872554118556164849915010947549013909419558003678277686483607,2
164572970789955458535448875360571164278551055036066665207073251824796161261171511479875200316846105729427576444147896240626747080980166820038944369113492534810503897637986172755763276182621410024679940728179321247939781150103983276685277678545340659618196481203464431013508051711482852327494296279866145365467,2
104713761216375699919908565416218419957011637614855009605139290048288049704782356171050240902177865505439107677529567233301441126400393035178038432176111195824854188596790051466953491501715689353065196790852624389357482620483661983911245250569236251351128701038095511395648405534979950841154548206255638247527,2
130282451113154332262709930007926700085660398229302806426262423836586986733581717789152915685658626730792339629829662209604514300699604057199552962177702503735982662622495854398358463906565555081000686812686383701651107247474551580507313086822326922846892319310831748640877738560837510840398211221766143634223,2
99427570163204694053024415812740428355530262888680338069280806252260966604061153357061675056859327338501399430836760463141391201277313356826508406550240741955218660807584466017775565400030152629813137761206448587062712790822092798216338923136115539587006878682543810872775437071935191117047166210101280587783,2
148039190926255183715963277156764414386800378132995309573373213131044791673301650927766881355238499221978297835602151980371575928132624726915798867801816671606016182653321241193972258403474778894117435704632161525310312498488207893874140526648674917047546969233099620670747677449035743535982845263894278707067,2
109820949024549498110984001022523278037429246769974287621829279571507534490219469631580229832307499353390838309146015488293810514992930342699094575666590659823271773060921381562987286390961163712294977699015487380183507181642011718627946936224248302874545609718480486676898622739413725199199057311242325247607,2
90625696878839717842859861514481206402293061754093852608439984109060716495634110192005395658938082432062856205768954041283607785441938946598617766869578130644340653122627995634032310760754133935071125701442997721426775203282076441842694433832822257811909733569416523646099152977391796858229137998188903828223,2
114852921016238578792358231473981982552382441458615168255877654078537347427637238372535438172774001479830640166224586602174151010480802838152722794493875271966034960116522892953078747950398518903033752533602114167205949071902607036882140073234346862170097061733463361554355666143572112238413581734450243792547,2
119082007059490575596437645765707334651159155996144739320845265577610133546834989789113051775963445254467659560405411063087530026631442155761716087051320311498684144060743148544437984910505000375257522332078416301505677304972065779488409692717380813565740005341706710605403296105245581079468579446131896979727,2
125432293770703513643592607444011419569392160824000849916287751446819301570225863532575147226200891457604376508348519118586285347033421330327200395038166834354821783313755250042035307634683182579569179644827227286206398729362930860258130937187814452951939635589642888050939334393783911037877890836727921843087,2
121395298817536732369209462189819243841858650425462128078586391184529797759392033191937536606802422878033487157327077888864100190930307980922741110951921254805725168635380992819024406013085910491762351136082601147561223701542341845917508025725268831944106471780257382414517479958382680069953252219575388702927,2
138839043870170118074828322659915592685595264993041001057030813374104314270927304149057691461622391712413353256721423840756357902552635859138004628143468637637406778846326332040610748583524189748937308860601879442699917632474441871896946086246005816175197339354813352028896956931015300762707488410322025612403,2
177223175811600762690633302451193961893825402846176012260281697853886740918271481535984520913688238285356883036108722041238131781225096418397983948375943600686890292291021780890650318999412786520916293976340674152204318144402618976424432549075730886063537742770866416832346968617931438235957665673692256127007,2
119370628706215696278238911120429425787625528000577820437033138461607328406994054421789987912118262818484042080970649061534046938123863993589394722035377725063483429262787223052678217819864476641665543358316235209653417266228036610059382948479927869660812209824570054200226297716297880793952231573797078321427,2
126510384416780183433217142889770419294222000340844131504665008772740539748356214533066403771607948997240668925495063512694739883739755471691628364936467642105351013201394679581205302021242842471186586099371662541192453457568604511320195672059457112320317266713911518603884803437416136093281417265315266571747,2
113524192811350489513584242445787340854290089874711565713333080836502511806519105946108188105505460390231844522163083000298013241996410324902387397936366889943371906367517730611592196654634348120450477208936525187424915882672366425821622021716327741843498152317114996892391101349193440285120425735447873603363,2
121927895942816076549508258693178961719360615079223826804385535744356129004591174940937813101425128786696888541240574786684052995461534579969295602613191742475452888559468070928720933739194949495635188279008676955048706934271545881733431651196442301001069990728329774786364669437377884279841153223546055240787,2
98559168966955960135281090369341898268720741228322576144742187422533921801025380903775920835122289639921268197890710168663382283145791364582978103311308610034173667976578647366559877083757950006663896327660620554934179590542437351681915618240476041777036512326555769201005668851613849297832787171961122483743,2
129338873953668608679355611104286472802045910276283541028154576935571233813654864377177622266689384951831069266419297127660649381484182109939829709105412322623262757794265482736380717744321298789910817060758982724922156385630568173074064846634590922132977207938903103284286637039824684823483256589976110886987,2
114999756365290674271118607706104261138571661171412804683607972693872187014739981839644392735325993800066078840063505149548957488547612979005753602157421041305104266861130711803642330202962193639142872948803295975373051448806098050388127907282570317961234977494458529448013483717462810740283772623964183192607,2
146903721718815674647526756432773656140452286796326838138011609671260904208468615973488069973162432339916376931383808026485898863516844895525687885809190565638899044130748716865720427974301884667480478637592000572968467204910058077348736631065144867879652488709141164121792969357344156919575745220678719265743,2
152430837031815024759496224101243443326931248649846197642045967162926723651532211247627454019734255525517270225754488900058589561964625792596427995064732070581186630786388499827992716388109297397946089597773183276678549712926457857634259183988192463004412730741454305567748852403567068867720564709410486865147,2
94597034070494127187104908041229469438761247706299218469029930803746297647759574706924683079759424401794438316659566592613140761210616432793859173213099919584751948293821660288119571891096387029911193371374554950632471147779616149833689824511363317992449551142196034020003929551829615540673134318983341318807,2
95281793351208240421977916322679820893807258613073451113128804391657816440296369882797236588531620375804381362977079485258672699662522286605838526467479130456741958666000080461187937736224549839352968319117730413905598263910612960429654463533450168716571310694416933731734365442829539735315188855222968763907,2
109108608623908838683959618257751591177244053815775717219065889378401617136517129688566362428872377238997560608779605282555035272024800363645631850190105431768058679313805984138815096084590224454361427126083519467194319473429338809854544798807063670750229235943990556364750896503979580985072004851805789139147,2
165379462893838523435199501789940992058928757227556499567968537691424458166223429803314345561248107605744000326760241024191172222795713664247309395474421636464548333463693599542234097370790990873693357939105778651450328645151369810020629254225673373223470339175148234240346570370677214222930756065277241455787,2
101384151815177058769625301596576838990354680444879651896963418397225972418086651035164058500609850757383971052630776559351626921122425925484910354149877293434275479670598468220794070661147202442685230134981342041659534961691091276115082689541233919213848659058492166162021081813513879761603912933363301506023,2
106312963284432219775508627760010959389195519992524647642601911478928042685895562123230419772438048450782236386623701977842710546030373528311793146988904185920212376304886175899164702618364689899923715346588989434430621665491895013835091458940419218802255860908527043551028712464574737206902407157833919187527,2
