id,pp,p1,p2,p3,baseBound,k2,k3
144,59261545503127708405938247134626955761009852940900348613100627230995696188263,1360500042037775282870143,316996509794801640908743087,137410504245815303569884343,16,233,101
145,58441614025055001391189269046368683142699599355037765220307045516046237240963,1354196339767836018707443,315527747165905792358833987,136773830316551437889451643,16,233,101
146,67303386715969822205813149667752026771401194006285061493746325680545616586103,1419449266008847841608303,330731678980061547094734367,143364375866893632002438503,16,233,101
147,79133527601924146046131302882896415976764254245444963578992658458294466540463,1498169933643727876557943,349073594538988595238000487,151315163298016515532352143,16,233,101
148,59618552493337950509869254185500364604747717451110072482241919791446770863943,1363226576467571376834463,317631792316944130802429647,137685884223224709060280663,16,233,101
149,62799380423154923934830802836858101434227624070626307553680262212196979504143,1387051824895943975114263,323183075200754946201623047,140092234314490341486540463,16,233,101
150,61185415689242697308195998346873954665691053626265912226218100471399169469063,1375065988111679860149343,320390375230021407414796687,138881664799279665875083543,16,233,101
151,58807005982262839358142298633862299891242858209862366034265069420592440457103,1357012739205811111537303,316183968234953988988191367,137058286659786922265267503,16,233,101
152,76893079871726485789837058155470892023039081683542106985056759591618260713283,1483895509371023002915123,345747653683448359679223427,149873446446473323294427323,16,233,101
153,66525853866111983387191014554181445955821602436354876080342764931912648739543,1413961944210401831918863,329453133001023626837094847,142810156365250585023805063,16,233,101
154,67319708797792636747862342647039492345188588976358320985714457659083778117383,1419564002654126917421023,330758412618411571759098127,143375964268066818659523223,16,233,101
155,69150908735193906535889941403810011871824249851446892167281605141586583157103,1432320470909860528837303,333730669721997503219091367,144664367561895913412567503,16,233,101
156,81580547266559674175228243649690476247299467655678076874015353650563596479023,1513455908525514316283383,352635226686444835694028007,152859046761076945944621583,16,233,101
157,79862153273057549219766511417940671870707605033985071750840840158388822875243,1502754049482908929953163,350141693529517780679086747,151778158997773801925269363,16,233,101
158,83133386616558354945418676909992157461978011233399241872939839384107087943963,1522998209131077757604443,354858582727541117521834987,153822819122238853518048643,16,233,101
159,65449346818121156742796896071166596294736787557119003509037454852275633171383,1406293622602615680767023,327666414066409453618716127,142035655882864183757469223,16,233,101
160,60368369221041672288960895186159300932249258730704973613159115320114006927563,1368917839206693536140843,318957856535159593920816187,138260701759876047150225043,16,233,101
161,68691492626567297259057670952731885976545588767582583096191838725601572725443,1429141463529580377622963,332989961002392227986150147,144343287816487618139919163,16,233,101
162,81282386432088917830924395405557613607726980014106023036487008675248578394783,1511609863285544700383623,352205098145531915189383927,152672596191840014738745823,16,233,101
163,75793596342400860990651558198318607050641081603955954407027424590829053477983,1476788856298505264020423,344091803517551726516758327,149155674486149031666062623,16,233,101
164,78875362758473291881999347566798175886606916029592224925314000108120680450343,1496538951234656271088063,348693575637674911163518447,151150434074700283379894263,16,233,101
165,65538357716602711806625043283795846570745257479049288584125981166667539607463,1406930852061850252890943,327814888530411108923589487,142100016058246875541985143,16,233,101
166,78919818234973541994689814958919403952351627659519544740228397942488094367263,1496820056574967662491143,348759073181967465360436087,151178825714071733911605343,16,233,101
167,82749068238283468536576915588171300807089404482173993936659626150360262695643,1520647687459186285572763,354310911177990404538453547,153585416433377814842848963,16,233,101
168,63190672308436601377057950710094887675369158179369871844200196480008119780883,1389926687472868091607523,323852918181178265344552627,140382595434759677252359723,16,233,101
169,63523280453535937514008619584022413055829729308229527827724607997359205910383,1392361077271309467428023,324420131004215105910729127,140628468804402256210230223,16,233,101
170,58776491843840720968990350726771450561119151570013224174212942045795249081503,1356777986911912757632903,316129270950475672528466167,137034576678103188520923103,16,233,101
171,71968621584115553190256334816760241124641788001802657287792861977439945468663,1451516454209447214869743,338203333830801201064649887,146603161875154168701843943,16,233,101
172,79020551825461181796427633848298734813943656293249542309456852387623940198063,1497456634962728507220343,348907395946315742182339687,151243120131235579229254543,16,233,101
173,76255469964147054248986988924253714496314779773112357893251622195575800250463,1479782552371243214847943,344789334702499669059570487,149458037789495564699642143,16,233,101
174,71880652680645223222233097898630917676885277018197268111935790187276619328463,1450924805752818285369943,338065479740406660491196487,146543405381034646822364143,16,233,101
175,62007709479529149143311919856676869662902923374874394088508319063702834783783,1381198606246888117394623,321819275255524931352946927,139501059230935699856856823,16,233,101
176,74328211447659839126908530895208935366959910717850343013375199406133420701643,1467209496307359671166763,341859812639614803381855547,148188159127043326787842963,16,233,101
177,62816572916558669899957063236000464130375132891899995630543005945574288049623,1387178390388286295392783,323212564960470706826518207,140105017429216915834670983,16,233,101
178,73369889433672409960815422089146680365431358210594373253690042758086165393063,1460876568258543581025343,340384240404240654378904687,147548533394112901683559543,16,233,101
179,63523280453535937514008619584022413055829729308229527827724607997359205910383,1392361077271309467428023,324420131004215105910729127,140628468804402256210230223,16,233,101
180,81094786263309356622505519070876066186161099537635908880933037640593020582883,1510446032986385440005523,351933925685827807521286627,152555049331624929440557723,16,233,101
181,65049568635374452311306270788915000441464957307125666233759610886161179242923,1403424461814659607889483,326997899602815688638249307,141745870643280620396837683,16,233,101
182,66875246236414558525855284354171737367687958436272361911937952420512754942643,1416432989311621506525763,330028886509607811020502547,143059731920473772159101963,16,233,101
183,82551381758499809381052520358286400958583247105618073221290333778335564862543,1519435785828399361595863,354028538098017051251835847,153463014368668335521182063,16,233,101
184,78268468487938568629892128444329097545829996656330912534268452473865589012963,1492690768769387997335443,347796949123267403379157987,150761767645708187730879643,16,233,101
185,62965707711702334866352184537850665557846564772998205352923566087561880049883,1388275304008884423738523,323468145834070070731075627,140215805704897326797590723,16,233,101
186,82173206534576647822714471155514344629462297837305531768233430191753450501223,1517112010230197008621183,353487098383635903008735407,153228313033249897870739383,16,233,101
187,61879828066653751948048797176353084117920532729401059645509453141051462778023,1380248449167572248184383,321597888656044333826961007,139405093365924797066622583,16,233,101
188,65402469205674361699452778619532594599011926497696810561473977734598764381263,1405957793262743317277143,327588165830219192925574087,142001737119537075044991343,16,233,101
189,61212300074466104917255491200654092891195545476349624199691620451959973299543,1375267356309116683358863,320437294020024187222614847,138902002987220785019245063,16,233,101
190,69009185873317741283642875573159632036673977835197674500049323734671160823963,1431341301371083300724443,333502523219462409068794987,144565471438479413373168643,16,233,101
191,58794664763214003929851118692831993692318243916794158840290842305198202754123,1356917805147963776538283,316161848599475559933419707,137048698319944341430366483,16,233,101
192,82417103742443875446807135089100021972609575981415957280802049910359592281583,1518611501034029873376823,353836479740928960496799527,153379761604437017211059023,16,233,101
193,63287137653479333948469753400975114494650299402936947370460307623905673697583,1390633603977931513560823,324017629726858042659671527,140453994001771082869643023,16,233,101
194,77440669554985880729932403829805090371980335535479449812744308195113246329683,1487409672969404990338723,346566453801871362748922227,150228376969909904024210923,16,233,101
195,82894943001457154329452787746362601386791367106328743899797408764260621003083,1521540724305193764305323,354518988763110147083140027,153675613154824570194837523,16,233,101
196,69336297448253014967791958488009613094035133229966054827298210992475358470303,1433599312176311724084103,334028639737080631711595767,144793530529807484132494303,16,233,101
197,64496829070705476461624980746555704774882877736453048322113176961604016404563,1399438087281383833063843,326069074336562433103875187,141343246815419767139448043,16,233,101
198,78928713019755069443083140554426930986539451917014913237190337885880967595203,1496876288298089141729203,348772175173454770022904067,151184505118107003314649403,16,233,101
199,69144301310612483600638745296398583012577834913769409562833669206609164459223,1432274849668306441063183,333720039972715400767721407,144659759816498950547381383,16,233,101
200,71676728955201193926932915460309642434295636289112482576084435296259895908543,1449551426305305072149863,337745482329136081810917847,146404694056835812287136063,16,233,101
201,60609721576644079772262983319043419979634226766695694735049154760860039518323,1370739721668407331134083,319382355148738908154241107,138444711888509140444542283,16,233,101
202,77276521910509095973481671116303967897241901041234130997194704574788817031903,1486357996861958910002503,346321413268836426030582967,150122157683057849910252703,16,233,101
203,61206150150875060538686603436046386055822982359833727659067887617353440898123,1375221297633480525594283,320426562348600962463467707,138897351060981533085022483,16,233,101
204,74439543367755465220282807819816536959051942078975512235718311613133348362043,1467941680220206564546363,342030411491308129539302347,148262109702240863019182563,16,233,101
205,66021068008040178354101144268787976049277894464328966409862791097854039496163,1410376566682008965092243,328617740036908088866492387,142448033234882905474316443,16,233,101
206,78268468487938568629892128444329097545829996656330912534268452473865589012963,1492690768769387997335443,347796949123267403379157987,150761767645708187730879643,16,233,101
207,77992533591205301368244201011298945046980687974543549363241612670283273394983,1490934546609040330303423,347387749359906396960697327,150584389207513073360645623,16,233,101
208,72918619241322266892704051281663341564366257191631589516345071817265013431423,1457875308518328157250983,339684946884770460639478807,147245406160351143882349183,16,233,101
209,72884991614100701770398133803680626602861328287234350464888772501711960645863,1457651166289340674732543,339632721745416377212682287,147222767795223408147986743,16,233,101
210,62925444265631347869947313597103593211590551143599696099810876578829771805363,1387979329853534060223043,323399183855873436031968787,140185912315206940082527243,16,233,101
211,68928973416743915193499184499620911660845465116335324190085752731808845593703,1430786515740037496280703,333373258167428736633403567,144509438089743787124350903,16,233,101
212,66063845791209225090964605138682692672984031372637978451134044755618620847223,1410681114703633855075183,328688699725946688232517407,142478792585067019362593383,16,233,101
213,74247418068252670668362227844835361922035482407967454630549212359999341335463,1466677693789391820762943,341735902652928294237765487,148134447072728573897057143,16,233,101
